Date,Hilton,Disney,Expedia,Universal,Booking
2019-11-26,100.0,100.0,100.0,100.0,100.0
2019-11-27,100.99696448917585,99.89448496369351,102.22557797908627,100.62086564885497,101.00611352783022
2019-11-29,99.69616407140145,99.96043458164361,102.37663739043391,98.8396951653944,100.87790302005776
2019-12-02,99.45879225218383,99.32735161782743,101.46021848559259,98.38676946564887,99.83999554626844
2019-12-03,98.6991995822256,97.98206474533148,100.09063041015216,97.4758234096692,99.60370120932066
2019-12-04,98.91758450436765,97.78422578333044,106.30412367661258,99.06870127226462,101.80507500577386
2019-12-05,99.61071401443222,97.23028420753286,106.42497160851042,97.07887786259543,100.88796638584695
2019-12-06,100.14242404101785,97.375365981109,108.33836732109665,98.60050890585242,102.26813070923733
2019-12-09,99.45879225218383,96.41915587192798,109.56696849243801,96.1577592875318,100.9711505610052
2019-12-10,99.41131503987847,96.34661498513992,112.63846386792153,96.21883307888041,100.90969050230359
2019-12-11,100.36080231674896,97.32919874260881,112.74924029962011,97.90839643765902,102.03554219924456
2019-12-12,101.13938188378276,97.44130570720988,114.3000972517594,99.39440101781172,103.2329172676951
2019-12-13,101.7850332320547,96.53126217707245,113.55488277276285,98.6819358778626,104.56380621469513
2019-12-16,103.00038264337259,97.90293324916207,115.03524627285258,100.88549872773537,105.69866705638688
2019-12-17,103.30421857197113,97.42152266830337,112.29607112902102,101.96946310432568,106.06158733769294
2019-12-18,103.73148499810104,96.45212078905382,111.27894930677897,100.16793994910942,105.51270231686786
2019-12-19,104.76642233194075,96.37957990226576,109.86907825168947,101.57761119592875,106.12781390810123
2019-12-20,105.79187048993543,96.86099048312447,110.85599060858034,102.13740305343512,107.19485720523849
2019-12-23,105.65894322066086,95.41017802301621,108.76132601929528,103.18066157760815,107.66320970980323
2019-12-24,105.74440087352829,95.81244655639966,109.53675097069231,103.20610839694656,108.29368793164032
2019-12-26,106.2856076718572,96.08282640518878,109.8388687863383,110.00509109414759,109.37027066292295
2019-12-27,106.7128740979871,96.11580121416382,109.0835818000932,108.24427328244276,109.80577505347145
2019-12-30,105.74440087352829,94.81007976002428,108.52970165569884,105.76081781170484,108.8166191303912
2019-12-31,105.30763767565516,95.37721310589038,108.90231191634506,104.87023256997456,108.80919449607335
2020-01-02,105.82035415875428,97.73146793544889,111.76233599912378,108.34096641221376,109.91385888264678
2020-01-03,104.43410368401064,96.61039367324186,109.89928872408997,106.05089007633588,109.4317242579113
2020-01-06,103.89289593619446,96.04985159621374,109.50654049829183,107.8218804071247,108.473825474701
2020-01-07,102.81997816179265,96.08282640518878,110.79556261443416,108.5038203562341,109.56788974237743
2020-01-08,103.69350455753893,95.88498744318773,109.38569961573918,109.12467837150129,109.29502848405058
2020-01-09,103.57956323585263,95.50910244994134,110.53373482778244,110.96692264631041,110.4283048153094
2020-01-10,103.11431636916066,95.37061194520318,111.47029069072636,109.94911094147581,110.5665786358898
2020-01-13,103.76946543866313,94.88262064681234,111.36957971693111,111.0788824427481,110.22750378756247
2020-01-14,103.57956323585263,95.75309809913676,111.18831889662682,111.14503511450383,109.7496117958711
2020-01-15,104.09228731485,95.17278287505134,111.52063912827877,108.34096641221376,109.41476665316135
2020-01-16,105.96277819977213,95.7003402512552,112.52768844327224,108.40712671755726,108.86323643715163
2020-01-17,108.16558868211166,95.17937414388932,112.60825440257035,108.32061374045801,108.86005443587791
2020-01-21,105.03228541587544,94.67158991474277,110.94662101873249,108.06106666666666,105.46289654512042
2020-01-22,105.25066274211926,94.96834341181973,110.80563512168273,108.41221323155217,106.00383956965962
2020-01-23,105.35510729206229,93.77472826282465,114.53172161535583,107.39440152671757,105.60223751416574
2020-01-24,103.00987276870491,92.37668354244714,112.93050917631896,104.87023256997456,104.00008485266088
2020-01-27,99.63919673376378,89.62014962819934,109.84894129358688,96.79898575063613,101.1353911840676
2020-01-28,102.41169863273832,91.24900811955294,109.87915176598734,99.01781526717558,101.5889073474232
2020-01-29,104.45309722749717,89.72566532396246,110.3222554786831,95.74554656488549,100.3438478237473
2020-01-30,103.56057728826434,90.87971439514453,109.86907825168947,93.34351043256996,99.18567835516592
2020-01-31,102.35473129510065,91.20944270119655,109.21449518989441,89.65394300254452,96.98484136480181
2020-02-03,102.40220091150779,93.19441303873921,108.55991917744453,87.87277251908395,97.43412135882653
2020-02-04,105.33612039498672,95.44315283199126,111.4400812253752,91.41476081424938,98.78408276338531
2020-02-05,107.53893087732625,93.22737795586505,111.88317688167642,93.10432417302799,102.74602264794746
2020-02-06,107.0072132548424,94.10445656887667,112.53776095052082,92.865137913486,103.89094680244715
2020-02-07,105.241165970376,92.99657407673817,110.86605505943437,90.17302900763359,101.1724754674147
2020-02-10,105.74440087352829,94.03191568208861,109.47633002589133,92.04579898218829,99.9565582308
2020-02-11,107.23509494872769,92.98997357550762,109.9697821761395,93.19593129770993,101.15711530052425
2020-02-12,107.95670053171288,93.54392438369774,111.75226349187521,94.0203562340967,103.8623348577618
2020-02-13,107.25408184580326,92.91743268871954,111.36957971693111,92.33587888040712,103.84008039892933
2020-02-14,107.51044720850741,92.02057103680144,123.66565890234665,90.42748193384223,105.48356002980664
2020-02-18,106.27611090011395,91.7567923486995,121.95367003161117,90.45292875318066,104.70579878965708
2020-02-19,106.97872958602355,93.18122126867068,122.73916749025678,91.08906106870228,104.29307273660359
2020-02-20,106.34257500949488,92.56792134376101,122.51762369030342,90.97710127226463,104.42128970808933
2020-02-21,104.03532092669958,91.64468604355504,120.96676673816414,88.73791094147582,102.18600716584949
2020-02-24,98.76566369160655,87.71432067867529,113.10170655281853,81.58778982188295,94.97102328201387
2020-02-25,93.88529908849222,84.5357444245301,109.67774492413662,78.73791399491094,91.4763752172648
2020-02-26,92.95480630459552,81.35056832861098,101.90332219828835,78.35114860050892,88.91314177127596
2020-02-27,90.98936764147362,77.8422591522175,99.40583687595658,75.91348498727736,87.94093704221363
2020-02-28,92.2901604633498,77.58507173295352,99.31520646580444,80.80915674300253,89.83819890418326
2020-03-02,91.58754177744018,79.12160629861255,97.41188326046677,81.05343715012724,91.6035315039989
2020-03-03,88.6156494492974,76.79372050114561,95.86102630832751,78.54962137404581,89.16851508247701
2020-03-04,93.42005222180025,78.59403903055949,97.82476945141684,81.99490839694656,91.77042378595918
2020-03-05,86.87808583364983,75.16486662598831,92.15508482915152,81.49109669211197,87.28343779685613
2020-03-06,85.881121344474,76.01556169886285,92.49747756805203,79.31298015267176,85.41055171024102
2020-03-09,81.82681352069883,68.81429615414335,86.90835890508482,74.85495979643765,80.9447660119133
2020-03-10,85.75769084694265,73.50303332565967,86.53574763738929,80.79898422391858,82.59777861322273
2020-03-11,76.99391948347893,69.57926846201049,77.21046896645109,75.26717251908396,76.42546225116983
2020-03-12,72.84466483099126,60.54471023835868,65.49848845422493,71.48600559796438,67.83720187217259
2020-03-13,74.6581817318648,67.60748989453634,70.1208407818477,74.05598167938932,75.30384672355972
2020-03-16,66.02734618306116,62.65497403491806,55.08559853719239,60.71755623409669,68.32833917794561
2020-03-17,61.555262058488424,61.67897627063425,54.50150792039754,62.05089058524173,72.49213431129307
2020-03-18,53.81693885301937,58.559749133208584,45.97180324355076,54.64122290076336,65.36562499298495
2020-03-19,55.098745727307254,62.60221618703651,48.77139832513399,60.92620916030534,63.126106228433
2020-03-20,58.488414356247624,56.70008148707519,49.14400556463225,57.979643765903305,62.38172349765675
2020-03-23,60.13103114318269,56.555000372955696,51.20845565331956,56.64122290076336,61.04712225998844
2020-03-24,65.88492119255604,64.70588475801823,59.899293255811884,65.39948854961833,66.72830136924955
2020-03-25,68.6004557538929,66.42706651560978,66.35447835787075,68.18320407124682,72.36444768218318
2020-03-26,69.50246581845803,69.48034931073826,64.86405040692698,71.1501262086514,74.49164639524768
2020-03-27,65.65704709456894,63.57161872574268,60.45316937200898,68.22391755725191,66.49942514992507
2020-03-30,65.21078617546526,65.81377186635302,56.78750986543273,69.89822188295166,69.31166790456754
2020-03-31,64.79300987466767,63.70350741033703,56.66666495468283,67.06361272264631,71.27674090035968
2020-04-01,59.855678883402966,62.595620302002246,52.366564379660694,62.798983206106875,67.37255524754413
2020-04-02,54.93733478921383,63.94750833518536,48.19738122263702,62.4173038167939,66.75638297155909
2020-04-03,53.114317318647934,61.90978476595744,49.05337112628284,60.20865038167939,65.20297539705003
2020-04-06,60.57728731484998,65.66869075223353,53.20241732520391,66.46819389312978,71.87861369420592
2020-04-07,62.504749335358916,66.76338609049978,56.90835477618263,68.57506361323155,72.92181150538325
2020-04-08,66.54955943790354,66.65127978535531,60.976835015805584,71.0025465648855,72.69346568141584
2020-04-09,64.99240125332321,68.91321596487218,62.86001622779406,70.41221424936387,75.26729278258846
2020-04-13,63.27383118116218,68.25375935276814,59.2044302355157,69.81679491094147,75.28689558252303
2020-04-14,66.47360615267756,69.92218392193475,62.014098831396815,72.72773740458015,76.79209487612543
2020-04-15,66.34067888340296,68.16803197156445,60.98690752305415,71.28244631043258,75.47762678076752
2020-04-16,66.60653437143944,67.27776158848432,58.63041212596942,72.71755674300253,74.56582142565513
2020-04-17,71.80023072540828,70.31785657028395,63.665658700936795,73.43511603053435,77.92854022825017
2020-04-20,68.62893942271175,67.43603447267235,60.37260744090813,71.27735267175574,74.78993113327292
2020-04-21,67.7459153057349,66.3017684403968,57.65357328337643,66.94147226463103,71.11250033027854
2020-04-22,67.21420527914927,66.59852193747376,61.85296691280059,70.18320814249364,71.78960232258935
2020-04-23,68.3061165970376,66.60511782250803,63.81671408408718,70.05088753180661,72.05450860422252
2020-04-24,67.7649097987087,66.73041589772103,67.03927289911562,70.49364071246819,72.2012677438724
